OBJECTID,Name,ID,ZONENAME,EDIRANK,AREAHA,TREECOUNT,TREESPERHA,JUVCOUNT,JUVPERHA,MEANDBH,SPECIES,SPECIESPERTREE,PERCHIGH,HIGHHA,PERCMED,MEDHA,NFIHA,NFIPERC,POP,POPPERHA,NFIChange,Shape_Length,Shape_Area
81,Deans Village,33.000000000000000,Deans Village,8,149.389999999999990,404,2.700000000000000,32,0.210000000000000,45,31,0.080000000000000,7.310018407000000,10.920436499999999,19.077044440000002,28.499196690000002,17.930000000000000,12.000000000000000,"6,021",40.299999999999997,-0.956689000000000,"8,154.047532271793900","1,493,893.459749790800000"
82,Balgreen and Roseburn,3.000000000000000,Balgreen and Roseburn,1,143.060000000000000,456,3.190000000000000,54,0.380000000000000,27,27,0.060000000000000,1.993325104000000,2.851650894000000,9.728889497999999,13.918149319999999,0.460000000000000,0.320000000000000,"4,305",30.090000000000000,0.000000000000000,"6,349.925084987717100","1,430,635.102059033900000"
83,Murrayfield and Ravelston,72.000000000000000,Murrayfield and Ravelston,7,150.810000000000000,463,3.070000000000000,36,0.240000000000000,32,37,0.080000000000000,6.116340606000000,9.224053269000001,18.492170219999998,27.888041900000001,9.390000000000001,6.230000000000000,"4,215",27.949999999999999,1.322720000000000,"9,222.586949124481200","1,508,118.906401284500000"
84,"Craigleith, Orchard Brae and Crewe Toll",28.000000000000000,"Craigleith, Orchard Brae and Crewe Toll",2,126.840000000000000,327,2.580000000000000,4,0.030000000000000,41,32,0.100000000000000,1.448901722000000,1.837786944000000,8.781066309000000,11.137904510000000,2.390000000000000,1.890000000000000,"4,227",33.329999999999998,0.000000000000000,"8,456.957612634367300","1,268,390.614104080900000"
85,Blackhall,7.000000000000000,Blackhall,8,214.120000000000000,870,4.060000000000000,36,0.170000000000000,45,56,0.060000000000000,9.072026391000000,19.425022909999999,15.847027920000000,33.931656179999997,18.219999999999999,8.510000000000000,"5,674",26.500000000000000,-0.535688000000000,"11,336.932901429440000","2,141,187.023857202800000"
86,Drylaw,34.000000000000000,Drylaw,4,82.849999999999994,322,3.890000000000000,45,0.540000000000000,26,36,0.110000000000000,2.699928949000000,2.236891134000000,16.270624460000001,13.480212359999999,1.820000000000000,2.190000000000000,"4,618",55.740000000000002,-1.185986000000000,"4,586.924799879351700","828,546.067572678560000"
87,West Pilton,102.000000000000000,West Pilton,2,62.409999999999997,206,3.300000000000000,64,1.030000000000000,21,32,0.160000000000000,0.806367159000000,0.503253744000000,13.718714000000000,8.561849408000001,0.380000000000000,0.620000000000000,"4,623",74.069999999999993,0.000000000000000,"4,878.938181937240200","624,146.718369708050000"
88,Boswall and Pilton,10.000000000000000,Boswall and Pilton,3,82.049999999999997,262,3.190000000000000,74,0.900000000000000,31,32,0.120000000000000,1.361464968000000,1.117082006000000,11.441082800000000,9.387408439000000,1.980000000000000,2.420000000000000,"5,104",62.210000000000001,-0.000001000000000,"7,206.348294104685900","820,502.294790802410000"
89,Granton South and Wardieburn,46.000000000000000,Granton South and Wardieburn,2,33.920000000000002,75,2.210000000000000,25,0.740000000000000,18,24,0.320000000000000,0.269957578000000,0.091569610000000,12.090242959999999,4.101010413000000,0.000000000000000,0.000000000000000,"2,912",85.849999999999994,0.000000000000000,"3,076.579106202991600","339,185.959586438660000"
90,Granton and Royston Mains,45.000000000000000,Granton and Royston Mains,1,92.560000000000002,52,0.560000000000000,13,0.140000000000000,24,11,0.210000000000000,1.808510638000000,1.673957447000000,4.489361702000000,4.155353191000000,0.680000000000000,0.740000000000000,"3,364",36.350000000000001,-12.154353000000000,"10,894.505349421108000","925,564.116514667170000"
91,Granton West and Salvesen,47.000000000000000,Granton West and Salvesen,8,219.330000000000010,301,1.370000000000000,55,0.250000000000000,40,40,0.130000000000000,11.209316210000001,24.585393249999999,11.254105700000000,24.683630040000001,14.260000000000000,6.500000000000000,"3,788",17.270000000000000,0.000000000000000,"8,761.983300287061900","2,193,299.099392182200000"
92,Muirhouse,70.000000000000000,Muirhouse,2,75.609999999999999,378,5.000000000000000,198,2.620000000000000,19,50,0.130000000000000,0.908068840000000,0.686590850000000,8.215860936000000,6.212012454000000,0.000000000000000,0.000000000000000,"4,814",63.670000000000002,-0.000001000000000,"3,975.752822589296600","756,122.128447203310000"
93,Siverknowes and Davidson's Mains,89.000000000000000,Siverknowes and Davidson's Mains,9,298.490000000000010,"1,756",5.880000000000000,130,0.440000000000000,48,64,0.040000000000000,13.871413230000000,41.404781340000000,14.208991870000000,42.412419829999997,37.409999999999997,12.529999999999999,"4,288",14.369999999999999,0.000000000000000,"9,717.395810263045900","2,984,906.595714006100000"
94,Cramond,31.000000000000000,Cramond,10,111.870000000000000,313,2.800000000000000,10,0.090000000000000,49,40,0.130000000000000,13.573017920000000,15.184135140000000,22.713432489999999,25.409516920000002,16.980000000000000,15.180000000000000,"2,492",22.280000000000001,1.016681000000000,"8,415.158576203715700","1,118,735.981800500300000"
95,"Barnton, Cammo and Cramond South",4.000000000000000,"Barnton, Cammo and Cramond South",9,161.090000000000000,196,1.220000000000000,20,0.120000000000000,44,24,0.120000000000000,10.176308089999999,16.393014709999999,17.927364319999999,28.879191179999999,22.100000000000001,13.720000000000001,"3,770",23.399999999999999,0.571088000000000,"8,923.286953543034500","1,610,926.398658691700000"
96,Clermiston and Drumbrae,18.000000000000000,Clermiston and Drumbrae,9,135.139999999999990,"1,131",8.369999999999999,40,0.300000000000000,40,49,0.040000000000000,12.727536790000000,17.199993220000000,11.052478700000000,14.936319709999999,23.579999999999998,17.449999999999999,"5,971",44.180000000000000,-1.471439000000000,"6,422.589707708579200","1,351,406.457951810900000"
97,East Craigs North,36.000000000000000,East Craigs North,6,70.390000000000001,229,3.250000000000000,30,0.430000000000000,24,36,0.160000000000000,4.919557333000000,3.462876407000000,17.455593790000002,12.286992469999999,4.620000000000000,6.570000000000000,"4,106",58.329999999999998,-0.000001000000000,"4,787.891071832846100","703,871.933300487230000"
98,East Craigs South,37.000000000000000,East Craigs South,1,120.120000000000000,195,1.620000000000000,36,0.300000000000000,25,32,0.160000000000000,1.492456016000000,1.792738167000000,8.001525138000000,9.611431995000000,1.660000000000000,1.390000000000000,"4,887",40.689999999999998,-0.532594000000000,"6,444.269846091906400","1,201,174.032262199100000"
99,Corstorphine North,25.000000000000000,Corstorphine North,10,108.950000000000000,"1,193",10.949999999999999,18,0.170000000000000,42,57,0.050000000000000,15.179321099999999,16.537870340000001,15.413218179999999,16.792701210000001,19.309999999999999,17.719999999999999,"3,130",28.730000000000000,-0.220439000000000,"7,207.602709324673900","1,089,519.928805223900000"
100,Corstorphine,24.000000000000000,Corstorphine,10,223.960000000000010,"1,103",4.920000000000000,6,0.030000000000000,52,48,0.040000000000000,19.496230499999999,43.663757820000001,13.955934780000000,31.255711529999999,45.090000000000003,20.129999999999999,"5,372",23.989999999999998,-0.962708000000000,"12,590.082059462373000","2,239,609.957959168600000"
101,Carrick Knowe,17.000000000000000,Carrick Knowe,3,47.469999999999999,337,7.100000000000000,44,0.930000000000000,30,29,0.090000000000000,3.205392764000000,1.521599945000000,12.628972350000000,5.994973174000000,0.070000000000000,0.140000000000000,"2,762",58.180000000000000,0.000000000000000,"4,376.641950640550000","474,733.205804427620000"
102,Corstorphine South,26.000000000000000,Corstorphine South,1,82.340000000000003,250,3.040000000000000,110,1.340000000000000,19,28,0.110000000000000,0.333942912000000,0.274968593000000,7.259282818000000,5.977293472000000,0.000000000000000,0.000000000000000,"4,146",50.350000000000001,0.000000000000000,"5,367.780454798142300","823,425.126359191370000"
103,South Gyle,91.000000000000000,South Gyle,1,352.079999999999980,745,2.120000000000000,73,0.210000000000000,22,36,0.050000000000000,0.875051639000000,3.080881812000000,6.643632403000000,23.390900970000001,3.310000000000000,0.940000000000000,"4,767",13.539999999999999,-0.350124000000000,"10,625.796320624580000","3,487,034.626910841100000"
104,Marchmont West,61.000000000000000,Marchmont West,3,30.719999999999999,260,8.460000000000001,71,2.310000000000000,29,37,0.140000000000000,0.106496273000000,0.032715655000000,19.978700750000002,6.137456869000000,0.000000000000000,0.000000000000000,"5,144",167.460000000000010,0.000000000000000,"2,714.301626470094100","307,168.973689846580000"
